时间,交易类型,平均价,当前交易价,交易数量,交易金额,手续费,USDT,COIN,Net_Value
2018-02-13T14:33:00+00:00,In,0.03605,0.03603,0.0363,13774,499.9962,1.0,4499.00381,13774,4999.0000076
2018-02-13T14:39:00+00:00,In,0.03609,0.03603,0.0364,6179,224.9156,0.4498,4273.63838,19953,4999.9275764
2018-02-13T15:03:00+00:00,Out,0.03631,0.03608,0.036,19953,718.308,1.4366,4990.50976,0,4990.5097604
2018-02-13T16:21:00+00:00,In,0.03601,0.0359,0.0372,13415,499.038,0.9981,4490.47368,13415,4989.5116843999995
2018-02-13T16:27:00+00:00,In,0.03643,0.03597,0.0375,5987,224.5125,0.449,4265.51216,19402,4993.0871594
2018-02-13T16:51:00+00:00,In,0.03689,0.0362,0.0371,5748,213.2508,0.4265,4051.83486,25150,4984.8998578
2018-02-13T16:57:00+00:00,In,0.03693,0.03631,0.0373,5431,202.5763,0.4052,3848.85341,30581,4989.5247051999995
2018-02-13T17:03:00+00:00,In,0.03714,0.03644,0.0378,5091,192.4398,0.3849,3656.02873,35672,5004.4303256
2018-02-13T17:09:00+00:00,In,0.03755,0.03662,0.0385,4748,182.798,0.3656,3472.86513,40420,5029.035129600001
2018-02-13T17:15:00+00:00,In,0.03789,0.03679,0.0383,4533,173.6139,0.3472,3298.904,44953,5020.6039018
2018-02-13T17:27:00+00:00,In,0.03819,0.03713,0.0385,4284,164.934,0.3299,3133.64013,49237,5029.2646337999995
2018-02-13T17:57:00+00:00,Out,0.0378,0.03766,0.0376,49237,1851.3112,3.7026,4981.24871,0,4981.2487114
2018-02-13T20:27:00+00:00,In,0.03745,0.03741,0.0377,13212,498.0924,0.9962,4482.16013,13212,4980.252526599999
2018-02-13T20:39:00+00:00,Out,0.03755,0.03741,0.0374,13212,494.1288,0.9883,4975.30067,0,4975.300669
2018-02-13T23:57:00+00:00,In,0.03664,0.03657,0.0369,13483,497.5227,0.995,4476.78292,13483,4974.3056236
2018-02-14T00:03:00+00:00,In,0.03673,0.03659,0.0371,6033,223.8243,0.4476,4252.51098,19516,4976.554575
2018-02-14T00:21:00+00:00,Out,0.03689,0.03665,0.0366,19516,714.2856,1.4286,4965.368,0,4965.3680038
2018-02-14T00:51:00+00:00,In,0.03698,0.03682,0.0372,13347,496.5084,0.993,4467.86659,13347,4964.374987
2018-02-14T00:57:00+00:00,In,0.03709,0.03686,0.0373,5989,223.3897,0.4468,4244.03011,19336,4965.2629076
2018-02-14T01:03:00+00:00,In,0.03721,0.03691,0.0375,5658,212.175,0.4243,4031.43076,24994,4968.705757600001
2018-02-14T01:33:00+00:00,Out,0.03727,0.0371,0.0371,24994,927.2774,1.8546,4956.8536,0,4956.853602800001
2018-02-14T03:33:00+00:00,In,0.03719,0.03706,0.0374,13253,495.6622,0.9913,4460.20008,13253,4955.862278400001
2018-02-14T03:51:00+00:00,Out,0.03721,0.03711,0.0371,13253,491.6863,0.9834,4950.90301,0,4950.903005800001
2018-02-14T04:15:00+00:00,In,0.03734,0.03724,0.0376,13167,495.0792,0.9902,4454.83365,13167,4949.912847400001
2018-02-14T04:21:00+00:00,In,0.03747,0.03727,0.0377,5908,222.7316,0.4455,4231.65658,19075,4950.7840842000005
2018-02-14T05:33:00+00:00,Out,0.03766,0.03768,0.0376,19075,717.22,1.4344,4947.44214,0,4947.442144200001
2018-02-14T06:33:00+00:00,In,0.03779,0.03774,0.038,13019,494.722,0.9894,4451.7307,13019,4946.452700200001
2018-02-14T06:51:00+00:00,Out,0.03785,0.03776,0.0377,13019,490.8163,0.9816,4941.56537,0,4941.565367600002
2018-02-14T07:39:00+00:00,In,0.03785,0.03777,0.0382,12936,494.1552,0.9883,4446.42186,12936,4940.577057200002
2018-02-14T08:39:00+00:00,Out,0.03794,0.03792,0.0378,12936,488.9808,0.978,4934.4247,0,4934.4246956000015
2018-02-14T10:51:00+00:00,In,0.03758,0.03744,0.0379,13019,493.4201,0.9868,4440.01776,13019,4933.437855400001
2018-02-14T10:57:00+00:00,In,0.03769,0.03749,0.0379,5857,221.9803,0.444,4217.59349,18876,4932.993894800002
2018-02-14T11:21:00+00:00,In,0.03795,0.03763,0.0382,5520,210.864,0.4217,4006.30777,24396,4938.2349668000015
2018-02-14T11:27:00+00:00,In,0.03823,0.03776,0.0395,5071,200.3045,0.4006,3805.60266,29467,4969.549157800002
2018-02-14T11:33:00+00:00,In,0.03873,0.03795,0.0401,4745,190.2745,0.3805,3614.94761,34212,4986.848808800001
