时间,交易类型,平均价,当前交易价,交易数量,交易金额,手续费,USDT,COIN,Net_Value
2018-02-13T14:39:00+00:00,In,0.03608,0.03604,0.0364,13736,499.9904,1.0,4499.00962,13736,4999.0000192
2018-02-13T14:51:00+00:00,In,0.03621,0.03606,0.0364,6179,224.9156,0.4498,4273.64419,19915,4998.550188
2018-02-13T15:03:00+00:00,Out,0.03629,0.03607,0.036,19915,716.94,1.4339,4989.15031,0,4989.150308
2018-02-13T16:27:00+00:00,In,0.03625,0.036,0.0375,13304,498.9,0.9978,4489.25251,13304,4988.152508
2018-02-13T16:57:00+00:00,In,0.03703,0.03628,0.0373,6017,224.4341,0.4489,4264.36954,19321,4985.042839800001
2018-02-13T17:03:00+00:00,In,0.03707,0.03639,0.0378,5640,213.192,0.4264,4050.75116,24961,4994.276955800001
2018-02-13T17:09:00+00:00,In,0.03736,0.03655,0.0385,5260,202.51,0.405,3847.83614,30221,5011.344635800001
2018-02-13T17:15:00+00:00,In,0.03764,0.03671,0.0383,5023,192.3809,0.3848,3655.07047,35244,5004.915674000001
2018-02-13T17:21:00+00:00,In,0.03791,0.03687,0.0382,4784,182.7488,0.3655,3471.95618,40028,5001.025776400001
2018-02-13T17:27:00+00:00,In,0.03805,0.03702,0.0385,4509,173.5965,0.3472,3298.01248,44537,5012.686983400001
2018-02-13T17:57:00+00:00,Out,0.03791,0.03764,0.0376,44537,1674.5912,3.3492,4969.2545,0,4969.254501000001
2018-02-13T20:27:00+00:00,In,0.03743,0.03743,0.0377,13181,496.9237,0.9938,4471.33695,13181,4968.260653600001
2018-02-13T20:39:00+00:00,Out,0.0375,0.03742,0.0374,13181,492.9694,0.9859,4963.32041,0,4963.320414800001
2018-02-13T23:57:00+00:00,In,0.03666,0.03659,0.0369,13450,496.305,0.9926,4466.0228,13450,4962.327804800002
2018-02-14T00:03:00+00:00,In,0.03669,0.03659,0.0371,6018,223.2678,0.4465,4242.30847,19468,4964.571269200002
2018-02-14T00:09:00+00:00,In,0.03677,0.03661,0.037,5732,212.084,0.4242,4029.8003,25200,4962.200301200002
2018-02-14T00:21:00+00:00,Out,0.03683,0.03664,0.0366,25200,922.32,1.8446,4950.27566,0,4950.275661200002
2018-02-14T00:51:00+00:00,In,0.03694,0.0368,0.0372,13307,495.0204,0.99,4454.26522,13307,4949.285620400003
2018-02-14T00:57:00+00:00,In,0.03704,0.03685,0.0373,5970,222.681,0.4454,4231.13886,19277,4950.170958400003
2018-02-14T01:03:00+00:00,In,0.03714,0.03689,0.0375,5641,211.5375,0.4231,4019.17828,24918,4953.6032834000025
2018-02-14T01:51:00+00:00,Out,0.03717,0.03712,0.0369,24918,919.4742,1.8389,4936.81354,0,4936.813535000002
2018-02-14T03:33:00+00:00,In,0.03719,0.03706,0.0374,13200,493.68,0.9874,4442.14618,13200,4935.826175000002
2018-02-14T04:15:00+00:00,In,0.03731,0.03721,0.0376,5907,222.1032,0.4442,4219.59877,19107,4938.021968600002
2018-02-14T04:21:00+00:00,In,0.0374,0.03726,0.0377,5596,210.9692,0.4219,4008.20763,24703,4939.5107302000015
2018-02-14T04:27:00+00:00,In,0.0375,0.0373,0.0377,5315,200.3755,0.4008,3807.43138,30018,4939.109979200002
2018-02-14T05:33:00+00:00,Out,0.03768,0.03765,0.0376,30018,1128.6768,2.2574,4933.85083,0,4933.850825600002
2018-02-14T05:39:00+00:00,In,0.03768,0.03768,0.0379,13018,493.3822,0.9868,4439.48186,13018,4932.864061200002
2018-02-14T06:03:00+00:00,Out,0.03775,0.03773,0.0376,13018,489.4768,0.979,4927.97971,0,4927.979707600001
2018-02-14T06:33:00+00:00,In,0.03775,0.03774,0.038,12968,492.784,0.9856,4434.21014,12968,4926.994139600001
2018-02-14T06:51:00+00:00,Out,0.03782,0.03776,0.0377,12968,488.8936,0.9778,4922.12595,0,4922.125952400002
2018-02-14T07:39:00+00:00,In,0.0378,0.03776,0.0382,12885,492.207,0.9844,4428.93454,12885,4921.141538400002
2018-02-14T08:15:00+00:00,In,0.038,0.03784,0.0382,5797,221.4454,0.4429,4207.04625,18682,4920.698647600002
2018-02-14T08:39:00+00:00,Out,0.03795,0.0379,0.0378,18682,706.1796,1.4124,4911.81349,0,4911.813488400002
2018-02-14T10:51:00+00:00,In,0.03757,0.03743,0.0379,12959,491.1461,0.9823,4419.6851,12959,4910.831196200002
2018-02-14T10:57:00+00:00,In,0.03764,0.03747,0.0379,5830,220.957,0.4419,4198.28618,18789,4910.389282200002
2018-02-14T11:21:00+00:00,In,0.03794,0.03761,0.0382,5495,209.909,0.4198,3987.95736,24284,4915.606164200001
2018-02-14T11:27:00+00:00,In,0.03816,0.03772,0.0395,5048,199.396,0.3988,3788.16257,29332,4946.776572200001
2018-02-14T11:33:00+00:00,In,0.03855,0.03789,0.0401,4723,189.3923,0.3788,3598.39149,34055,4963.996987600001
2018-02-14T11:39:00+00:00,In,0.03911,0.03813,0.0411,4377,179.8947,0.3598,3418.137,38432,4997.692198200001
2018-02-14T11:45:00+00:00,In,0.03964,0.03836,0.0407,4199,170.8993,0.3418,3246.8959,42631,4981.977599600002
2018-02-14T11:51:00+00:00,In,0.04017,0.03857,0.041,3959,162.319,0.3246,3084.25226,46590,4994.442261600001
2018-02-14T12:15:00+00:00,In,0.04085,0.03938,0.0414,3724,154.1736,0.3083,2929.77031,50314,5012.769914400002
2018-02-14T12:21:00+00:00,In,0.04095,0.03961,0.0413,3546,146.4498,0.2929,2783.02761,53860,5007.445614800002
2018-02-14T12:27:00+00:00,In,0.04102,0.03984,0.0415,3353,139.1495,0.2783,2643.59982,57213,5017.939315800002
2018-02-14T13:03:00+00:00,Out,0.04093,0.04089,0.0406,57213,2322.8478,4.6457,4961.80192,0,4961.801920200001
